0.012603912,0.013573178,4.48E-05,0.011631196,1.38E-05,0.013504191,1.38E-05,0.011858853,0.000124176,0.001079645,0.00084509,0.001521162,0.001234866,0.001117588,0.001131386,0.001089993,0.001717774,0.029916181,0.001352144,0.035500673,0.001766065,0.029250457,0.001227967,0.036611362,0.001817806,0.008826877,0.005953572,0.00865441,0.013248939,0.009306336,0.006433031,0.008661309,0.014335483,0.061250043,0.002493877,0.047818288,0.004566935,0.05910455,0.002662895,0.049377393,0.00443241,0.009730606,0.007819668,0.009030389,0.010468766,0.009175261,0.007343658,0.009209755,0.011386292,0.023817737,0.001083095,0.025407885,0.001731572,0.024290297,0.001096892,0.023158911,0.001959229,0.218126315,0.087489221,0
0.037293222,0.021643456,0.000412916,0.01623708,0.000761714,0.021705009,0.000512939,0.016673078,0.000425739,0.004811367,0.004685697,0.004013747,0.005219153,0.005321741,0.004357416,0.004513862,0.004380498,0.023384884,0.003418738,0.022040984,0.004421533,0.025464851,0.003559796,0.022902721,0.004344592,0.012567003,0.009381652,0.009143136,0.012677285,0.014110949,0.010102331,0.009645816,0.01162063,0.030640404,0.006604088,0.024951912,0.006116796,0.032979406,0.007068298,0.026949809,0.006224513,0.012136134,0.012269498,0.014080172,0.013164576,0.011987382,0.013759586,0.014852145,0.01363648,0.014693134,0.006421995,0.014636711,0.010130543,0.014082737,0.006716935,0.017080865,0.010256213,0.1513221,0.155482034,0
0.033851487,0.015958399,0.000301946,0.022053232,0.000447327,0.015209125,0.000350406,0.021408335,0.000301946,0.004659659,0.004350257,0.004991426,0.005912175,0.004294341,0.003865653,0.005039887,0.00550958,0.025725043,0.003899202,0.024692463,0.004555282,0.025214344,0.003750093,0.023093268,0.004368896,0.012394692,0.012487885,0.012379781,0.013032133,0.012256766,0.011943637,0.012141206,0.011619325,0.028125699,0.00755983,0.030291508,0.007380899,0.029791993,0.007116231,0.028994259,0.006862745,0.013281891,0.014963096,0.013964065,0.013624842,0.01421755,0.014772981,0.013319168,0.012122568,0.013904421,0.009583986,0.014422575,0.007365988,0.013680757,0.009483337,0.01531723,0.006881384,0.142022665,0.148889137,0
0.036292848,0.023959269,0.000367557,0.015115213,0.000390246,0.02506194,0.000344868,0.013145834,0.000698812,0.005790157,0.004682948,0.004206485,0.005136722,0.005690326,0.004655722,0.003498598,0.004510514,0.021118644,0.003589353,0.025974026,0.005064118,0.02335575,0.003407843,0.023632552,0.004510514,0.011530398,0.00783214,0.010532095,0.018309782,0.014824798,0.008349442,0.009792444,0.015995535,0.031805022,0.005104958,0.024481109,0.007904744,0.037926434,0.006076034,0.023832213,0.007110639,0.011294436,0.012015937,0.01377658,0.015097062,0.012614918,0.012478786,0.015378402,0.01411691,0.012787352,0.004814543,0.016199733,0.011117464,0.014284807,0.005454364,0.016453847,0.011739134,0.145157777,0.149609301,0
0.059471212,0.02087834,0.001054602,0.01910828,0.00165856,0.022216338,0.001319414,0.019503175,0.001259019,0.006406593,0.006230052,0.005904844,0.006885113,0.007293946,0.006964092,0.006248635,0.006290448,0.018021157,0.00458543,0.016432285,0.004836304,0.01916403,0.006062802,0.017742408,0.004748034,0.010522795,0.009686546,0.009235901,0.009890962,0.010341608,0.012371833,0.012079146,0.010034983,0.019047885,0.007256779,0.017960761,0.006912988,0.019173322,0.008069799,0.021319693,0.007530883,0.012204584,0.011526293,0.011967646,0.011781813,0.011256835,0.012678458,0.013598331,0.012929332,0.01224175,0.011312585,0.01288752,0.013031541,0.011428731,0.011674959,0.014188351,0.014216226,0.138598912,0.180755132,0
0.048735996,0.02227508,0.000656021,0.018563272,0.000895151,0.021703707,0.000842246,0.018652152,0.000793574,0.006096761,0.005599455,0.005309536,0.006213152,0.006162363,0.00563543,0.00565236,0.005946511,0.020529218,0.004071561,0.020025564,0.004782603,0.020933412,0.004306459,0.020247764,0.005021733,0.011529036,0.009687946,0.009658319,0.011804142,0.011471899,0.010159857,0.010081558,0.011480364,0.023917248,0.006892451,0.021940721,0.006911496,0.024501318,0.00698768,0.0227872,0.007004609,0.012089828,0.012388212,0.01392457,0.013378592,0.011816839,0.012779708,0.01389706,0.013372243,0.013492866,0.008993833,0.013772204,0.01266755,0.012915145,0.008682753,0.014474781,0.012100409,0.143086599,0.169699881,0
0.035651346,0.024541086,0.000246287,0.014716989,0.00043237,0.025099336,0.000224394,0.015018006,0.000405005,0.004876474,0.004192344,0.003765448,0.004433158,0.005276005,0.004154033,0.003907747,0.00463566,0.020348742,0.002594218,0.025028186,0.004055518,0.022423022,0.003092264,0.026440229,0.004323697,0.010951542,0.006759197,0.009205644,0.016670863,0.011953107,0.007350285,0.009736528,0.015641932,0.033226792,0.004345589,0.024344057,0.007147783,0.034097004,0.004810797,0.025975021,0.007186094,0.011624725,0.011487899,0.014147794,0.015143886,0.011433169,0.011717767,0.015149359,0.016090721,0.015160305,0.004701337,0.015461322,0.011312762,0.014437865,0.004537145,0.016364373,0.012538722,0.155067483,0.154339569,0
0.034765392,0.024443506,0.000305726,0.014121621,0.000368812,0.025171425,0.000266903,0.014636016,0.000363959,0.004692649,0.004236486,0.003600771,0.004144283,0.005143958,0.004178253,0.003731796,0.004877055,0.021294045,0.002960202,0.024938491,0.003925908,0.022114167,0.003222253,0.02613713,0.00413943,0.011908748,0.006551267,0.008836932,0.01481557,0.012408586,0.007376242,0.009492058,0.016742128,0.037376193,0.004687796,0.024414389,0.006944343,0.036711361,0.004901319,0.025559648,0.007012282,0.011913601,0.011933012,0.014005154,0.013937215,0.011408911,0.011384647,0.013971184,0.014548666,0.014776747,0.00488676,0.016839183,0.010394677,0.014684544,0.004396628,0.017135204,0.010583936,0.156740284,0.152940548,0
0.050023534,0.025427718,0.000684129,0.014963276,0.000886632,0.025679477,0.000695075,0.016304169,0.001258798,0.007158729,0.005210329,0.004219709,0.005478507,0.006124325,0.005445669,0.004827216,0.006956227,0.020469149,0.004044572,0.01866852,0.004723229,0.017344046,0.0034097,0.019440218,0.005982027,0.013819412,0.008083672,0.009052399,0.012834266,0.011126679,0.006989065,0.007919481,0.015483214,0.030079797,0.007246297,0.017562967,0.007262717,0.024869468,0.005992973,0.01628775,0.007372177,0.011843646,0.014246308,0.014810031,0.012587979,0.011641144,0.011805335,0.012631763,0.01239095,0.012259597,0.008844424,0.016440995,0.014322931,0.011591887,0.007908535,0.013786574,0.014273674,0.146491238,0.174715676,0
0.030222847,0.022833669,0.000218961,0.014917134,0.00019429,0.023521393,0.00016345,0.014580982,0.000320732,0.004104756,0.003441704,0.003281338,0.003784024,0.004385397,0.003574314,0.003043872,0.003993733,0.023410371,0.002587446,0.027413356,0.003561978,0.024557605,0.002827995,0.027422608,0.003398528,0.010716775,0.007071529,0.009365999,0.01528721,0.012018208,0.00751562,0.009745326,0.015203943,0.03697056,0.00425587,0.028501995,0.006448569,0.038848695,0.004743137,0.028810392,0.006639775,0.011712895,0.011207125,0.01370822,0.014383608,0.011423003,0.011632712,0.014725928,0.015055912,0.014920218,0.00409242,0.018007266,0.008952748,0.015780644,0.004246618,0.017486076,0.010201753,0.163150948,0.145405819,0
0.031081786,0.022906881,0.000201297,0.014422575,0.000193842,0.024304779,0.000201297,0.013636025,0.000499515,0.004327891,0.003436964,0.003261761,0.003791098,0.004290614,0.004052039,0.002840528,0.003600984,0.023458585,0.002613137,0.026914188,0.003701633,0.024174309,0.002967271,0.026921643,0.003485425,0.011138448,0.007041676,0.009337956,0.01531723,0.012540073,0.00759338,0.009744278,0.015209125,0.038846641,0.004175054,0.02753299,0.006366957,0.038786998,0.005300828,0.027715649,0.006639081,0.0114143,0.011887721,0.013967792,0.01438157,0.011664057,0.011309923,0.013729218,0.014985462,0.014933274,0.004316708,0.018508164,0.009334228,0.015369418,0.004592559,0.017811079,0.009680907,0.162062924,0.145478267,0
